,threshold,N,n,errors,p,k,type,g
1195,-0.95,100,50,46,0.1,1072,test,10
1196,-0.95,100,50,46,0.1,954,test,10
1197,-0.95,100,50,43,0.1,642,test,10
1198,-0.95,100,50,42,0.1,366,test,10
1199,-0.95,100,50,48,0.1,642,test,10
1200,-0.95,100,50,48,0.1,1548,test,10
1201,-0.95,100,50,39,0.1,1548,test,10
1202,-0.95,100,50,46,0.1,642,test,10
1203,-0.95,100,50,47,0.1,605,test,10
1204,-0.95,100,50,47,0.1,954,test,10
1205,-0.95,100,50,47,0.1,929,test,10
1206,-0.95,100,50,44,0.1,642,test,10
1207,-0.95,100,50,43,0.1,642,test,10
1208,-0.95,100,50,48,0.1,642,test,10
1209,-0.95,100,50,49,0.1,1548,test,10
1210,-0.95,100,50,44,0.1,642,test,10
1211,-0.95,100,50,51,0.1,2661,test,10
1212,-0.95,100,50,50,0.1,1548,test,10
1213,-0.95,100,50,44,0.1,886,test,10
1214,-0.95,100,50,47,0.1,1548,test,10
1215,-0.95,100,50,45,0.1,642,test,10
1216,-0.95,100,50,45,0.1,642,test,10
1217,-0.95,100,50,46,0.1,954,test,10
1218,-0.95,100,50,43,0.1,954,test,10
1219,-0.95,100,50,43,0.1,954,test,10
1220,-0.95,100,50,48,0.1,1548,test,10
1221,-0.95,100,100,44,0.1,1021,train,10
1222,-0.95,100,100,44,0.1,1447,train,10
1223,-0.95,100,100,43,0.1,1072,train,10
1224,-0.95,100,100,47,0.1,1081,train,10
1225,-0.95,100,100,56,0.1,1041,train,10
1226,-0.95,100,100,48,0.1,1942,train,10
1227,-0.95,100,100,43,0.1,623,train,10
1228,-0.95,100,100,43,0.1,1021,train,10
1229,-0.95,100,100,47,0.1,1545,train,10
1230,-0.95,100,100,47,0.1,1167,train,10
1231,-0.95,100,100,40,0.1,601,train,10
1232,-0.95,100,100,46,0.1,1072,train,10
1233,-0.95,100,100,39,0.1,1144,train,10
1234,-0.95,100,100,41,0.1,1144,train,10
1235,-0.95,100,100,39,0.1,1021,train,10
1236,-0.95,100,100,44,0.1,760,train,10
1237,-0.95,100,100,51,0.1,1360,train,10
1238,-0.95,100,100,46,0.1,1072,train,10
1239,-0.95,100,100,42,0.1,601,train,10
1240,-0.95,100,100,47,0.1,1021,train,10
1241,-0.95,100,100,37,0.1,1030,train,10
1242,-0.95,100,100,46,0.1,1155,train,10
1243,-0.95,100,100,35,0.1,623,train,10
1244,-0.95,100,100,49,0.1,1623,train,10
1245,-0.95,100,100,37,0.1,541,train,10
1246,-0.95,100,100,46,0.1,1623,train,10
1247,-0.95,100,100,50,0.1,642,train,10
1248,-0.95,100,100,44,0.1,601,train,10
1249,-0.95,100,100,36,0.1,370,train,10
1250,-0.95,100,100,44,0.1,623,train,10
1251,-0.95,100,100,45,0.1,1318,train,10
1252,-0.95,100,100,32,0.1,642,train,10
1253,-0.95,100,100,47,0.1,1732,train,10
1254,-0.95,100,100,51,0.1,597,train,10
1255,-0.95,100,100,48,0.1,685,train,10
1256,-0.95,100,100,47,0.1,1423,train,10
1257,-0.95,100,100,44,0.1,1072,train,10
1258,-0.95,100,100,41,0.1,1548,train,10
1259,-0.95,100,100,39,0.1,645,train,10
1260,-0.95,100,100,40,0.1,357,train,10
1261,-0.95,100,100,47,0.1,1072,train,10
1262,-0.95,100,100,45,0.1,751,train,10
1263,-0.95,100,100,49,0.1,1932,train,10
1264,-0.95,100,100,35,0.1,1309,train,10
1265,-0.95,100,100,42,0.1,1549,train,10
1266,-0.95,100,100,46,0.1,1360,train,10
1267,-0.95,100,100,48,0.1,642,train,10
1268,-0.95,100,100,33,0.1,916,train,10
1269,-0.95,100,100,40,0.1,743,train,10
1270,-0.95,100,100,38,0.1,654,train,10
1271,-0.95,100,100,50,0.1,1072,train,10
1272,-0.95,100,100,39,0.1,429,train,10
1273,-0.95,100,100,44,0.1,645,train,10
1274,-0.95,100,100,33,0.1,623,train,10
1275,-0.95,100,100,47,0.1,2181,train,10
1276,-0.95,100,100,49,0.1,1447,train,10
1277,-0.95,100,100,39,0.1,1167,train,10
1278,-0.95,100,100,48,0.1,1220,train,10
1279,-0.95,100,100,48,0.1,815,train,10
1280,-0.95,100,100,50,0.1,2422,train,10
1281,-0.95,100,100,40,0.1,623,train,10
1282,-0.95,100,100,50,0.1,1724,train,10
1283,-0.95,100,100,46,0.1,1732,train,10
1284,-0.95,100,100,49,0.1,1732,train,10
1285,-0.95,100,100,43,0.1,1549,train,10
1286,-0.95,100,100,49,0.1,1942,train,10
1287,-0.95,100,100,44,0.1,1942,train,10
1288,-0.95,100,100,46,0.1,635,train,10
1289,-0.95,100,100,48,0.1,642,train,10
1290,-0.95,100,100,39,0.1,460,train,10
1291,-0.95,100,100,53,0.1,1041,train,10
1292,-0.95,100,100,41,0.1,623,train,10
1293,-0.95,100,100,52,0.1,1155,train,10
1294,-0.95,100,100,47,0.1,642,train,10
1295,-0.95,100,100,49,0.1,1549,train,10
1296,-0.95,100,100,44,0.1,1549,train,10
1297,-0.95,100,100,42,0.1,1021,train,10
1298,-0.95,100,100,38,0.1,360,train,10
1299,-0.95,100,100,39,0.1,619,train,10
1300,-0.95,100,100,36,0.1,597,train,10
1301,-0.95,100,100,37,0.1,712,train,10
1302,-0.95,100,100,45,0.1,1041,train,10
1303,-0.95,100,100,48,0.1,1549,train,10
1304,-0.95,100,100,47,0.1,1041,train,10
1305,-0.95,100,100,53,0.1,3102,train,10
1306,-0.95,100,100,39,0.1,1030,train,10
1307,-0.95,100,100,42,0.1,623,train,10
1308,-0.95,100,100,41,0.1,635,train,10
1309,-0.95,100,100,53,0.1,1167,train,10
1310,-0.95,100,100,48,0.1,1041,train,10
1311,-0.95,100,100,47,0.1,1093,train,10
1312,-0.95,100,100,52,0.1,1729,train,10
1313,-0.95,100,100,42,0.1,1639,train,10
1314,-0.95,100,100,47,0.1,597,train,10
1315,-0.95,100,100,42,0.1,623,train,10
1316,-0.95,100,100,42,0.1,623,train,10
1317,-0.95,100,100,40,0.1,652,train,10
1318,-0.95,100,100,37,0.1,457,train,10
1319,-0.95,100,100,40,0.1,635,train,10
1320,-0.95,100,100,42,0.1,1073,train,10
1321,-0.95,100,100,44,0.1,623,test,10
1322,-0.95,100,100,43,0.1,1309,test,10
1323,-0.95,100,100,45,0.1,635,test,10
1324,-0.95,100,100,44,0.1,457,test,10
1325,-0.95,100,100,46,0.1,647,test,10
1326,-0.95,100,100,47,0.1,1338,test,10
1327,-0.95,100,100,44,0.1,751,test,10
1328,-0.95,100,100,42,0.1,635,test,10
1329,-0.95,100,100,45,0.1,623,test,10
1330,-0.95,100,100,43,0.1,1732,test,10
1331,-0.95,100,100,48,0.1,1623,test,10
1332,-0.95,100,100,47,0.1,623,test,10
1333,-0.95,100,100,46,0.1,1549,test,10
1334,-0.95,100,100,44,0.1,491,test,10
1335,-0.95,100,100,45,0.1,635,test,10
1336,-0.95,100,100,46,0.1,587,test,10
1337,-0.95,100,100,47,0.1,1073,test,10
1338,-0.95,100,100,43,0.1,597,test,10
1339,-0.95,100,100,51,0.1,1155,test,10
1340,-0.95,100,100,48,0.1,1549,test,10
1341,-0.95,100,100,53,0.1,2607,test,10
1342,-0.95,100,100,52,0.1,635,test,10
1343,-0.95,100,100,43,0.1,1041,test,10
1344,-0.95,100,100,44,0.1,522,test,10
1345,-0.95,100,100,46,0.1,1732,test,10
1346,-0.95,100,100,44,0.1,930,test,10
1347,-0.95,100,100,45,0.1,1548,test,10
1348,-0.95,100,100,46,0.1,1545,test,10
1349,-0.95,100,100,47,0.1,1732,test,10
1350,-0.95,100,100,44,0.1,1549,test,10
1351,-0.95,100,100,41,0.1,685,test,10
1352,-0.95,100,100,45,0.1,642,test,10
1353,-0.95,100,100,45,0.1,1549,test,10
1354,-0.95,100,100,45,0.1,1072,test,10
1355,-0.95,100,100,46,0.1,1309,test,10
1356,-0.95,100,100,45,0.1,1309,test,10
1357,-0.95,100,100,46,0.1,666,test,10
1358,-0.95,100,100,42,0.1,635,test,10
1359,-0.95,100,100,45,0.1,568,test,10
1360,-0.95,100,100,48,0.1,1732,test,10
1361,-0.95,100,100,49,0.1,1732,test,10
1362,-0.95,100,100,49,0.1,1072,test,10
1363,-0.95,100,100,42,0.1,685,test,10
1364,-0.95,100,100,48,0.1,930,test,10
1365,-0.95,100,100,39,0.1,642,test,10
1366,-0.95,100,100,40,0.1,712,test,10
1367,-0.95,100,100,48,0.1,2137,test,10
1368,-0.95,100,100,41,0.1,635,test,10
1369,-0.95,100,100,42,0.1,1030,test,10
1370,-0.95,100,100,45,0.1,1732,test,10
1371,-0.95,100,100,46,0.1,568,test,10
1372,-0.95,100,100,49,0.1,1623,test,10
1373,-0.95,100,100,46,0.1,1623,test,10
1374,-0.95,100,100,44,0.1,635,test,10
1375,-0.95,100,100,48,0.1,1155,test,10
1376,-0.95,100,100,49,0.1,645,test,10
1377,-0.95,100,100,44,0.1,623,test,10
1378,-0.95,100,100,42,0.1,597,test,10
1379,-0.95,100,100,41,0.1,1309,test,10
1380,-0.95,100,100,44,0.1,645,test,10
1381,-0.95,100,100,50,0.1,1751,test,10
1382,-0.95,100,100,49,0.1,1072,test,10
1383,-0.95,100,100,44,0.1,623,test,10
1384,-0.95,100,100,45,0.1,1072,test,10
1385,-0.95,100,100,48,0.1,1021,test,10
1386,-0.95,100,100,45,0.1,623,test,10
1387,-0.95,100,100,42,0.1,491,test,10
1388,-0.95,100,100,47,0.1,1323,test,10
1389,-0.95,100,100,42,0.1,597,test,10
1390,-0.95,100,100,48,0.1,673,test,10
1391,-0.95,100,100,53,0.1,645,test,10
1392,-0.95,100,100,56,0.1,1639,test,10
1393,-0.95,100,100,48,0.1,1309,test,10
1394,-0.95,100,100,44,0.1,1041,test,10
1395,-0.95,100,100,47,0.1,1732,test,10
1396,-0.95,100,100,47,0.1,645,test,10
1397,-0.95,100,100,53,0.1,1155,test,10
1398,-0.95,100,100,47,0.1,623,test,10
1399,-0.95,100,100,42,0.1,1030,test,10
1400,-0.95,100,100,49,0.1,1854,test,10
1401,-0.95,100,100,46,0.1,1144,test,10
1402,-0.95,100,100,51,0.1,1623,test,10
1403,-0.95,100,100,44,0.1,1318,test,10
1404,-0.95,100,100,49,0.1,820,test,10
1405,-0.95,100,100,45,0.1,635,test,10
1406,-0.95,100,100,46,0.1,1724,test,10
1407,-0.95,100,100,47,0.1,1155,test,10
1408,-0.95,100,100,42,0.1,820,test,10
1409,-0.95,100,100,47,0.1,1549,test,10
1410,-0.95,100,100,47,0.1,815,test,10
1411,-0.95,100,100,46,0.1,1167,test,10
1412,-0.95,100,100,44,0.1,1499,test,10
1413,-0.95,100,100,48,0.1,1942,test,10
1414,-0.95,100,100,49,0.1,1072,test,10
1415,-0.95,100,100,45,0.1,418,test,10
1416,-0.95,100,100,47,0.1,1360,test,10
1417,-0.95,100,100,45,0.1,1549,test,10
1418,-0.95,100,100,47,0.1,1447,test,10
1419,-0.95,100,100,46,0.1,1623,test,10
1420,-0.5,100,5,0,0.01,0,train,100
1421,-0.5,100,5,0,0.01,0,train,100
1422,-0.5,100,5,1,0.01,1,train,100
1423,-0.5,100,5,1,0.01,1,train,100
1424,-0.5,100,5,0,0.01,0,train,100
1425,-0.5,100,5,0,0.01,0,test,100
1426,-0.5,100,5,1,0.01,1,test,100
1427,-0.5,100,5,0,0.01,0,test,100
1428,-0.5,100,5,0,0.01,0,test,100
1429,-0.5,100,10,0,0.01,0,train,100
1430,-0.5,100,10,0,0.01,0,train,100
1431,-0.5,100,10,1,0.01,1,train,100
1432,-0.5,100,10,1,0.01,1,train,100
1433,-0.5,100,10,0,0.01,0,train,100
1434,-0.5,100,10,0,0.01,0,train,100
1435,-0.5,100,10,0,0.01,0,train,100
1436,-0.5,100,10,1,0.01,1,train,100
1437,-0.5,100,10,0,0.01,0,train,100
1438,-0.5,100,10,0,0.01,0,train,100
1439,-0.5,100,10,2,0.01,63,test,100
1440,-0.5,100,10,0,0.01,0,test,100
1441,-0.5,100,10,1,0.01,1,test,100
1442,-0.5,100,10,1,0.01,1,test,100
1443,-0.5,100,10,0,0.01,0,test,100
1444,-0.5,100,10,0,0.01,0,test,100
1445,-0.5,100,10,2,0.01,82,test,100
1446,-0.5,100,10,1,0.01,1,test,100
1447,-0.5,100,10,2,0.01,34,test,100
1448,-0.5,100,15,0,0.01,0,train,100
1449,-0.5,100,15,0,0.01,0,train,100
1450,-0.5,100,15,1,0.01,1,train,100
1451,-0.5,100,15,1,0.01,1,train,100
1452,-0.5,100,15,0,0.01,0,train,100
1453,-0.5,100,15,0,0.01,0,train,100
1454,-0.5,100,15,0,0.01,0,train,100
1455,-0.5,100,15,1,0.01,1,train,100
1456,-0.5,100,15,0,0.01,0,train,100
1457,-0.5,100,15,0,0.01,0,train,100
1458,-0.5,100,15,1,0.01,42,train,100
1459,-0.5,100,15,0,0.01,0,train,100
1460,-0.5,100,15,0,0.01,0,train,100
1461,-0.5,100,15,1,0.01,1,train,100
1462,-0.5,100,15,1,0.01,1,train,100
1463,-0.5,100,15,2,0.01,230,test,100
1464,-0.5,100,15,2,0.01,82,test,100
1465,-0.5,100,15,1,0.01,1,test,100
1466,-0.5,100,15,2,0.01,34,test,100
1467,-0.5,100,15,1,0.01,1,test,100
1468,-0.5,100,15,0,0.01,0,test,100
1469,-0.5,100,15,0,0.01,0,test,100
1470,-0.5,100,15,2,0.01,24,test,100
1471,-0.5,100,15,3,0.01,141,test,100
1472,-0.5,100,15,1,0.01,1,test,100
1473,-0.5,100,15,0,0.01,0,test,100
1474,-0.5,100,15,0,0.01,0,test,100
1475,-0.5,100,15,3,0.01,90,test,100
1476,-0.5,100,15,1,0.01,1,test,100
1477,-0.5,100,50,0,0.01,0,train,100
1478,-0.5,100,50,0,0.01,0,train,100
1479,-0.5,100,50,3,0.01,174,train,100
1480,-0.5,100,50,3,0.01,174,train,100
1481,-0.5,100,50,0,0.01,0,train,100
1482,-0.5,100,50,0,0.01,0,train,100
1483,-0.5,100,50,0,0.01,0,train,100
1484,-0.5,100,50,3,0.01,174,train,100
1485,-0.5,100,50,2,0.01,110,train,100
1486,-0.5,100,50,0,0.01,0,train,100
1487,-0.5,100,50,1,0.01,42,train,100
1488,-0.5,100,50,0,0.01,0,train,100
1489,-0.5,100,50,0,0.01,0,train,100
1490,-0.5,100,50,3,0.01,174,train,100
1491,-0.5,100,50,3,0.01,174,train,100
1492,-0.5,100,50,2,0.01,34,train,100
1493,-0.5,100,50,2,0.01,230,train,100
1494,-0.5,100,50,0,0.01,0,train,100
1495,-0.5,100,50,3,0.01,174,train,100
1496,-0.5,100,50,0,0.01,0,train,100
1497,-0.5,100,50,3,0.01,174,train,100
1498,-0.5,100,50,0,0.01,0,train,100
1499,-0.5,100,50,0,0.01,0,train,100
1500,-0.5,100,50,0,0.01,0,train,100
1501,-0.5,100,50,0,0.01,0,train,100
1502,-0.5,100,50,3,0.01,174,train,100
1503,-0.5,100,50,2,0.01,174,train,100
1504,-0.5,100,50,0,0.01,0,train,100
1505,-0.5,100,50,0,0.01,0,train,100
1506,-0.5,100,50,3,0.01,174,train,100
1507,-0.5,100,50,0,0.01,0,train,100
1508,-0.5,100,50,3,0.01,174,train,100
1509,-0.5,100,50,0,0.01,0,train,100
1510,-0.5,100,50,3,0.01,174,train,100
1511,-0.5,100,50,3,0.01,141,train,100
1512,-0.5,100,50,0,0.01,0,train,100
1513,-0.5,100,50,3,0.01,174,train,100
1514,-0.5,100,50,0,0.01,0,train,100
1515,-0.5,100,50,0,0.01,0,train,100
1516,-0.5,100,50,3,0.01,174,train,100
1517,-0.5,100,50,0,0.01,0,train,100
1518,-0.5,100,50,3,0.01,174,train,100
1519,-0.5,100,50,2,0.01,174,train,100
1520,-0.5,100,50,3,0.01,174,train,100
1521,-0.5,100,50,0,0.01,0,train,100
1522,-0.5,100,50,3,0.01,174,train,100
1523,-0.5,100,50,3,0.01,174,train,100
1524,-0.5,100,50,3,0.01,174,train,100
1525,-0.5,100,50,3,0.01,174,train,100
1526,-0.5,100,50,0,0.01,0,train,100
1527,-0.5,100,50,0,0.01,0,test,100
1528,-0.5,100,50,3,0.01,174,test,100
1529,-0.5,100,50,2,0.01,106,test,100
1530,-0.5,100,50,3,0.01,174,test,100
1531,-0.5,100,50,2,0.01,49,test,100
1532,-0.5,100,50,1,0.01,36,test,100
1533,-0.5,100,50,1,0.01,86,test,100
1534,-0.5,100,50,3,0.01,174,test,100
1535,-0.5,100,50,4,0.01,228,test,100
1536,-0.5,100,50,3,0.01,174,test,100
1537,-0.5,100,50,2,0.01,80,test,100
1538,-0.5,100,50,3,0.01,174,test,100
1539,-0.5,100,50,3,0.01,174,test,100
1540,-0.5,100,50,0,0.01,0,test,100
1541,-0.5,100,50,3,0.01,111,test,100
1542,-0.5,100,50,0,0.01,0,test,100
1543,-0.5,100,50,3,0.01,174,test,100
1544,-0.5,100,50,0,0.01,0,test,100
1545,-0.5,100,50,0,0.01,0,test,100
1546,-0.5,100,50,3,0.01,174,test,100
1547,-0.5,100,50,3,0.01,174,test,100
1548,-0.5,100,50,0,0.01,0,test,100
1549,-0.5,100,50,3,0.01,174,test,100
1550,-0.5,100,50,1,0.01,17,test,100
1551,-0.5,100,50,2,0.01,174,test,100
1552,-0.5,100,50,3,0.01,141,test,100
1553,-0.5,100,50,3,0.01,174,test,100
1554,-0.5,100,50,1,0.01,3,test,100
1555,-0.5,100,50,1,0.01,62,test,100
1556,-0.5,100,50,3,0.01,174,test,100
1557,-0.5,100,50,1,0.01,49,test,100
1558,-0.5,100,50,1,0.01,7,test,100
1559,-0.5,100,50,0,0.01,0,test,100
1560,-0.5,100,50,0,0.01,0,test,100
1561,-0.5,100,50,3,0.01,174,test,100
1562,-0.5,100,50,2,0.01,34,test,100
1563,-0.5,100,50,4,0.01,335,test,100
1564,-0.5,100,50,0,0.01,0,test,100
1565,-0.5,100,50,2,0.01,41,test,100
1566,-0.5,100,50,3,0.01,174,test,100
1567,-0.5,100,50,3,0.01,174,test,100
1568,-0.5,100,50,2,0.01,63,test,100
1569,-0.5,100,50,4,0.01,168,test,100
1570,-0.5,100,50,1,0.01,4,test,100
1571,-0.5,100,50,2,0.01,110,test,100
1572,-0.5,100,50,3,0.01,210,test,100
1573,-0.5,100,50,2,0.01,67,test,100
1574,-0.5,100,50,5,0.01,335,test,100
1575,-0.5,100,50,0,0.01,0,test,100
1576,-0.5,100,100,0,0.01,0,train,100
1577,-0.5,100,100,2,0.01,144,train,100
1578,-0.5,100,100,3,0.01,174,train,100
1579,-0.5,100,100,3,0.01,174,train,100
1580,-0.5,100,100,0,0.01,0,train,100
1581,-0.5,100,100,0,0.01,0,train,100
1582,-0.5,100,100,1,0.01,3,train,100
1583,-0.5,100,100,3,0.01,174,train,100
1584,-0.5,100,100,2,0.01,110,train,100
1585,-0.5,100,100,0,0.01,0,train,100
1586,-0.5,100,100,1,0.01,42,train,100
1587,-0.5,100,100,0,0.01,0,train,100
1588,-0.5,100,100,2,0.01,80,train,100
1589,-0.5,100,100,3,0.01,174,train,100
1590,-0.5,100,100,3,0.01,174,train,100
1591,-0.5,100,100,2,0.01,116,train,100
1592,-0.5,100,100,2,0.01,230,train,100
1593,-0.5,100,100,0,0.01,0,train,100
1594,-0.5,100,100,3,0.01,174,train,100
1595,-0.5,100,100,0,0.01,0,train,100
1596,-0.5,100,100,3,0.01,174,train,100
1597,-0.5,100,100,0,0.01,0,train,100
1598,-0.5,100,100,1,0.01,37,train,100
1599,-0.5,100,100,0,0.01,0,train,100
1600,-0.5,100,100,0,0.01,0,train,100
1601,-0.5,100,100,3,0.01,174,train,100
1602,-0.5,100,100,2,0.01,174,train,100
1603,-0.5,100,100,0,0.01,0,train,100
1604,-0.5,100,100,0,0.01,0,train,100
1605,-0.5,100,100,3,0.01,174,train,100
1606,-0.5,100,100,3,0.01,210,train,100
1607,-0.5,100,100,3,0.01,174,train,100
1608,-0.5,100,100,0,0.01,0,train,100
1609,-0.5,100,100,3,0.01,174,train,100
1610,-0.5,100,100,3,0.01,141,train,100
1611,-0.5,100,100,0,0.01,0,train,100
1612,-0.5,100,100,3,0.01,174,train,100
1613,-0.5,100,100,0,0.01,0,train,100
1614,-0.5,100,100,0,0.01,0,train,100
1615,-0.5,100,100,3,0.01,174,train,100
1616,-0.5,100,100,3,0.01,244,train,100
1617,-0.5,100,100,3,0.01,174,train,100
1618,-0.5,100,100,2,0.01,174,train,100
1619,-0.5,100,100,3,0.01,174,train,100
1620,-0.5,100,100,1,0.01,41,train,100
1621,-0.5,100,100,3,0.01,174,train,100
1622,-0.5,100,100,3,0.01,174,train,100
1623,-0.5,100,100,3,0.01,174,train,100
1624,-0.5,100,100,3,0.01,174,train,100
1625,-0.5,100,100,0,0.01,0,train,100
1626,-0.5,100,100,0,0.01,0,train,100
1627,-0.5,100,100,0,0.01,0,train,100
1628,-0.5,100,100,3,0.01,174,train,100
1629,-0.5,100,100,0,0.01,0,train,100
1630,-0.5,100,100,3,0.01,174,train,100
1631,-0.5,100,100,0,0.01,0,train,100
1632,-0.5,100,100,0,0.01,0,train,100
1633,-0.5,100,100,1,0.01,86,train,100
1634,-0.5,100,100,3,0.01,174,train,100
1635,-0.5,100,100,0,0.01,0,train,100
1636,-0.5,100,100,3,0.01,174,train,100
1637,-0.5,100,100,0,0.01,0,train,100
1638,-0.5,100,100,3,0.01,174,train,100
1639,-0.5,100,100,3,0.01,174,train,100
1640,-0.5,100,100,2,0.01,68,train,100
1641,-0.5,100,100,0,0.01,0,train,100
1642,-0.5,100,100,2,0.01,106,train,100
1643,-0.5,100,100,3,0.01,174,train,100
1644,-0.5,100,100,0,0.01,0,train,100
1645,-0.5,100,100,0,0.01,0,train,100
1646,-0.5,100,100,3,0.01,174,train,100
1647,-0.5,100,100,3,0.01,174,train,100
1648,-0.5,100,100,3,0.01,244,train,100
1649,-0.5,100,100,3,0.01,174,train,100
1650,-0.5,100,100,0,0.01,0,train,100
1651,-0.5,100,100,2,0.01,174,train,100
1652,-0.5,100,100,0,0.01,0,train,100
1653,-0.5,100,100,3,0.01,174,train,100
1654,-0.5,100,100,0,0.01,0,train,100
1655,-0.5,100,100,0,0.01,0,train,100
1656,-0.5,100,100,3,0.01,174,train,100
1657,-0.5,100,100,1,0.01,19,train,100
1658,-0.5,100,100,0,0.01,0,train,100
1659,-0.5,100,100,0,0.01,0,train,100
1660,-0.5,100,100,0,0.01,0,train,100
1661,-0.5,100,100,3,0.01,174,train,100
1662,-0.5,100,100,2,0.01,116,train,100
1663,-0.5,100,100,0,0.01,0,train,100
1664,-0.5,100,100,0,0.01,0,train,100
1665,-0.5,100,100,0,0.01,0,train,100
1666,-0.5,100,100,3,0.01,174,train,100
1667,-0.5,100,100,3,0.01,174,train,100
1668,-0.5,100,100,2,0.01,82,train,100
1669,-0.5,100,100,0,0.01,0,train,100
1670,-0.5,100,100,0,0.01,0,train,100
1671,-0.5,100,100,0,0.01,0,train,100
1672,-0.5,100,100,0,0.01,0,train,100
1673,-0.5,100,100,0,0.01,0,train,100
1674,-0.5,100,100,0,0.01,0,train,100
1675,-0.5,100,100,2,0.01,67,train,100
1676,-0.5,100,100,3,0.01,174,test,100
1677,-0.5,100,100,1,0.01,42,test,100
1678,-0.5,100,100,1,0.01,1,test,100
1679,-0.5,100,100,0,0.01,0,test,100
1680,-0.5,100,100,0,0.01,0,test,100
1681,-0.5,100,100,3,0.01,244,test,100
1682,-0.5,100,100,2,0.01,81,test,100
1683,-0.5,100,100,1,0.01,16,test,100
1684,-0.5,100,100,2,0.01,283,test,100
1685,-0.5,100,100,3,0.01,174,test,100
1686,-0.5,100,100,3,0.01,174,test,100
1687,-0.5,100,100,3,0.01,174,test,100
1688,-0.5,100,100,1,0.01,16,test,100
1689,-0.5,100,100,0,0.01,0,test,100
1690,-0.5,100,100,3,0.01,174,test,100
1691,-0.5,100,100,3,0.01,174,test,100
1692,-0.5,100,100,3,0.01,174,test,100
1693,-0.5,100,100,3,0.01,174,test,100
1694,-0.5,100,100,2,0.01,174,test,100
1695,-0.5,100,100,3,0.01,174,test,100
1696,-0.5,100,100,4,0.01,244,test,100
1697,-0.5,100,100,3,0.01,174,test,100
1698,-0.5,100,100,0,0.01,0,test,100
1699,-0.5,100,100,3,0.01,174,test,100
1700,-0.5,100,100,3,0.01,174,test,100
1701,-0.5,100,100,3,0.01,130,test,100
1702,-0.5,100,100,2,0.01,33,test,100
1703,-0.5,100,100,5,0.01,244,test,100
1704,-0.5,100,100,1,0.01,228,test,100
1705,-0.5,100,100,1,0.01,61,test,100
1706,-0.5,100,100,5,0.01,235,test,100
1707,-0.5,100,100,3,0.01,174,test,100
1708,-0.5,100,100,2,0.01,213,test,100
1709,-0.5,100,100,1,0.01,19,test,100
1710,-0.5,100,100,3,0.01,174,test,100
1711,-0.5,100,100,0,0.01,0,test,100
1712,-0.5,100,100,1,0.01,25,test,100
1713,-0.5,100,100,3,0.01,174,test,100
1714,-0.5,100,100,3,0.01,412,test,100
1715,-0.5,100,100,0,0.01,0,test,100
1716,-0.5,100,100,4,0.01,244,test,100
1717,-0.5,100,100,3,0.01,174,test,100
1718,-0.5,100,100,1,0.01,13,test,100
1719,-0.5,100,100,3,0.01,174,test,100
1720,-0.5,100,100,0,0.01,0,test,100
1721,-0.5,100,100,1,0.01,37,test,100
1722,-0.5,100,100,3,0.01,90,test,100
1723,-0.5,100,100,0,0.01,0,test,100
1724,-0.5,100,100,3,0.01,174,test,100
1725,-0.5,100,100,4,0.01,103,test,100
1726,-0.5,100,100,1,0.01,36,test,100
1727,-0.5,100,100,1,0.01,60,test,100
1728,-0.5,100,100,4,0.01,106,test,100
1729,-0.5,100,100,3,0.01,174,test,100
1730,-0.5,100,100,0,0.01,0,test,100
1731,-0.5,100,100,3,0.01,174,test,100
1732,-0.5,100,100,2,0.01,88,test,100
1733,-0.5,100,100,3,0.01,335,test,100
1734,-0.5,100,100,3,0.01,174,test,100
1735,-0.5,100,100,0,0.01,0,test,100
1736,-0.5,100,100,3,0.01,174,test,100
1737,-0.5,100,100,0,0.01,0,test,100
1738,-0.5,100,100,3,0.01,174,test,100
1739,-0.5,100,100,4,0.01,291,test,100
1740,-0.5,100,100,2,0.01,106,test,100
1741,-0.5,100,100,1,0.01,17,test,100
1742,-0.5,100,100,1,0.01,37,test,100
1743,-0.5,100,100,3,0.01,244,test,100
1744,-0.5,100,100,3,0.01,291,test,100
1745,-0.5,100,100,1,0.01,19,test,100
1746,-0.5,100,100,3,0.01,174,test,100
1747,-0.5,100,100,1,0.01,19,test,100
1748,-0.5,100,100,0,0.01,0,test,100
1749,-0.5,100,100,1,0.01,16,test,100
1750,-0.5,100,100,3,0.01,174,test,100
1751,-0.5,100,100,2,0.01,132,test,100
1752,-0.5,100,100,3,0.01,174,test,100
1753,-0.5,100,100,2,0.01,80,test,100
1754,-0.5,100,100,3,0.01,112,test,100
1755,-0.5,100,100,2,0.01,24,test,100
1756,-0.5,100,100,1,0.01,141,test,100
1757,-0.5,100,100,1,0.01,58,test,100
1758,-0.5,100,100,6,0.01,244,test,100
1759,-0.5,100,100,1,0.01,10,test,100
1760,-0.5,100,100,0,0.01,0,test,100
1761,-0.5,100,100,3,0.01,174,test,100
1762,-0.5,100,100,1,0.01,82,test,100
1763,-0.5,100,100,2,0.01,230,test,100
1764,-0.5,100,100,0,0.01,0,test,100
1765,-0.5,100,100,4,0.01,228,test,100
1766,-0.5,100,100,0,0.01,0,test,100
1767,-0.5,100,100,0,0.01,0,test,100
1768,-0.5,100,100,0,0.01,0,test,100
1769,-0.5,100,100,0,0.01,0,test,100
1770,-0.5,100,100,3,0.01,174,test,100
1771,-0.5,100,100,1,0.01,39,test,100
